,TT,C0,beta,ETF,FC,FRAC,K2
0,2.6191562975727556,2.181354305715721,2.0318568349170283,0.026339338531281634,215.895151998323,0.23905215260470927,0.04946524696245151
1,2.6191562975727556,2.181354305715721,2.0318568349170283,0.026339338531281634,215.895151998323,0.23905215260470927,0.04946524696245151
2,2.6191562975727556,2.181354305715721,2.0318568349170283,0.026339338531281634,215.895151998323,0.23905215260470927,0.04946524696245151
3,2.6191562975727556,2.181354305715721,2.0318568349170283,0.026339338531281634,215.895151998323,0.23905215260470927,0.04946524696245151
4,2.6191562975727556,2.181354305715721,2.0318568349170283,0.026339338531281634,215.895151998323,0.23905215260470927,0.04946524696245151
5,2.6191562975727556,2.181354305715721,2.0318568349170283,0.026339338531281634,215.895151998323,0.23905215260470927,0.04946524696245151
6,2.6191562975727556,2.181354305715721,2.0318568349170283,0.026339338531281634,215.895151998323,0.23905215260470927,0.04946524696245151
7,2.6191562975727556,2.181354305715721,2.0318568349170283,0.026339338531281634,215.895151998323,0.23905215260470927,0.04946524696245151
8,2.6191562975727556,2.181354305715721,2.0318568349170283,0.026339338531281634,215.895151998323,0.23905215260470927,0.04946524696245151
9,2.6191562975727556,2.181354305715721,2.0318568349170283,0.026339338531281634,215.895151998323,0.23905215260470927,0.04946524696245151
10,2.6191562975727556,2.181354305715721,2.0318568349170283,0.026339338531281634,215.895151998323,0.23905215260470927,0.04946524696245151
11,2.6191562975727556,2.181354305715721,2.0318568349170283,0.026339338531281634,215.895151998323,0.23905215260470927,0.04946524696245151
12,2.6191562975727556,2.181354305715721,2.0318568349170283,0.026339338531281634,215.895151998323,0.23905215260470927,0.04946524696245151
13,2.6191562975727556,2.181354305715721,2.0318568349170283,0.026339338531281634,215.895151998323,0.23905215260470927,0.04946524696245151
14,2.6191562975727556,2.181354305715721,2.0318568349170283,0.026339338531281634,215.895151998323,0.23905215260470927,0.04946524696245151
